hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_day,reservation_status_month,reservation_status_year,country_name
Resort Hotel,1,180,2016,March,12,19,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.33,0,1,Canceled,13,2,2016,Portugal
Resort Hotel,1,201,2016,March,12,19,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,37.54,0,0,Canceled,22,2,2016,Portugal
Resort Hotel,1,35,2016,March,12,19,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,62.86,0,2,Canceled,15,2,2016,Portugal
Resort Hotel,1,186,2016,March,12,19,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.33,0,2,Canceled,17,2,2016,Portugal
Resort Hotel,1,66,2016,March,12,19,2,6,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,1,No Deposit,242,NULL,0,Transient,82.73,0,1,Canceled,15,1,2016,Portugal
Resort Hotel,1,23,2016,March,12,19,2,3,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80,0,1,Canceled,25,2,2016,Portugal
Resort Hotel,1,19,2016,March,12,19,2,4,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,70.17,0,1,Canceled,2,3,2016,Portugal
Resort Hotel,1,11,2016,March,13,20,1,0,1,0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient,40,0,0,Canceled,19,3,2016,Portugal
Resort Hotel,1,9,2016,March,13,20,2,0,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68,0,0,Canceled,14,3,2016,Spain
Resort Hotel,1,20,2016,March,13,20,2,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,60,0,2,Canceled,29,2,2016,Portugal
Resort Hotel,1,20,2016,March,13,20,2,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,2,Canceled,29,2,2016,Portugal
Resort Hotel,0,135,2016,March,13,20,2,2,2,0,0,FB,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,67.4,0,0,Check-Out,24,3,2016,Spain
Resort Hotel,1,93,2016,March,13,20,2,2,3,1,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,96,0,0,Canceled,15,2,2016,Portugal
Resort Hotel,1,19,2016,March,13,20,2,2,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,327,NULL,0,Transient,29,0,0,Canceled,1,3,2016,Portugal
Resort Hotel,0,135,2016,March,13,20,2,2,2,0,0,FB,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,73.4,1,0,Check-Out,24,3,2016,Spain
Resort Hotel,1,33,2016,March,13,20,2,3,2,2,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,71.28,0,1,Canceled,15,3,2016,Portugal
Resort Hotel,1,99,2016,March,13,20,2,3,3,1,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,110.6,0,0,Canceled,18,12,2015,Portugal
Resort Hotel,1,34,2016,March,13,20,2,3,3,1,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,106.4,0,0,Canceled,7,3,2016,Portugal
Resort Hotel,0,177,2016,March,13,20,2,4,2,0,0,BB,GBR,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,43.25,0,1,Check-Out,26,3,2016,UK
Resort Hotel,1,16,2016,March,13,20,2,4,2,1,0,FB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,2,No Deposit,387,NULL,0,Transient,105,0,0,Canceled,9,3,2016,Portugal
Resort Hotel,0,207,2016,March,13,20,2,5,2,0,0,HB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,70.91,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,202,2016,March,13,20,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,40.11,0,2,Canceled,1,9,2015,Portugal
Resort Hotel,1,202,2016,March,13,20,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,40.11,0,1,Canceled,1,9,2015,Portugal
Resort Hotel,1,108,2016,March,13,21,1,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,48,0,1,Canceled,4,1,2016,Portugal
Resort Hotel,1,38,2016,March,13,21,1,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,60,0,0,Canceled,22,2,2016,Portugal
Resort Hotel,1,18,2016,March,13,21,1,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,77.25,0,0,Canceled,8,3,2016,Portugal
Resort Hotel,1,20,2016,March,13,21,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,0,0,1,Canceled,21,3,2016,Portugal
Resort Hotel,1,20,2016,March,13,21,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,0,0,1,Canceled,21,3,2016,Portugal
Resort Hotel,1,27,2016,March,13,21,1,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,55.63,0,1,Canceled,3,3,2016,Portugal
Resort Hotel,1,18,2016,March,13,21,1,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,67.25,0,0,Canceled,8,3,2016,Portugal
Resort Hotel,1,39,2016,March,13,21,1,4,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,96.8,0,0,Canceled,5,3,2016,Portugal
Resort Hotel,1,39,2016,March,13,21,1,4,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,96.8,0,0,Canceled,5,3,2016,Portugal
Resort Hotel,1,66,2016,March,13,21,1,4,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,171,NULL,0,Transient,37,0,0,Canceled,16,1,2016,Portugal
Resort Hotel,0,194,2016,March,13,21,2,5,2,0,0,BB,IRL,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,39.27,0,2,Check-Out,28,3,2016,Ireland
Resort Hotel,1,203,2016,March,13,21,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42.69,0,0,Canceled,1,9,2015,Portugal
Resort Hotel,1,206,2016,March,13,21,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42.69,0,1,Canceled,31,8,2015,Portugal
Resort Hotel,1,203,2016,March,13,21,2,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42.69,0,0,Canceled,1,9,2015,Portugal
Resort Hotel,1,18,2016,March,13,22,0,1,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,0,Canceled,7,3,2016,Spain
Resort Hotel,1,9,2016,March,13,22,0,2,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,0,Canceled,20,3,2016,Spain
Resort Hotel,1,238,2016,March,13,22,0,3,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70.4,0,2,Canceled,15,8,2015,Portugal
Resort Hotel,1,82,2016,March,13,22,0,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,61.67,0,1,Canceled,6,1,2016,Portugal
Resort Hotel,1,238,2016,March,13,22,0,3,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70.4,0,2,Canceled,15,8,2015,Portugal
Resort Hotel,1,238,2016,March,13,22,0,3,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70.4,0,2,Canceled,15,8,2015,Portugal
Resort Hotel,1,36,2016,March,13,22,0,5,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,110.2,0,1,Canceled,24,2,2016,Portugal
Resort Hotel,1,60,2016,March,13,22,0,5,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,83.4,0,1,Canceled,13,2,2016,Portugal
Resort Hotel,0,140,2016,March,13,22,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,52.68,1,0,Check-Out,29,3,2016,Portugal
Resort Hotel,0,153,2016,March,13,22,2,6,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,54.9,0,1,Check-Out,30,3,2016,Spain
Resort Hotel,0,146,2016,March,13,22,2,8,3,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,E,E,1,No Deposit,314,NULL,0,Transient,85.72,0,1,Check-Out,1,4,2016,UK
Resort Hotel,0,138,2016,March,13,23,0,3,2,0,0,BB,IRL,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,H,1,No Deposit,314,NULL,0,Transient,42.67,0,0,Check-Out,26,3,2016,Ireland
Resort Hotel,1,50,2016,March,13,23,0,4,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,87.75,0,2,Canceled,12,2,2016,Portugal
Resort Hotel,1,65,2016,March,13,23,0,4,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,114,0,0,Canceled,1,3,2016,Portugal
Resort Hotel,1,50,2016,March,13,23,0,4,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,87.75,0,2,Canceled,12,2,2016,Portugal
Resort Hotel,1,12,2016,March,13,23,0,4,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,1,No Deposit,242,NULL,0,Transient,85.75,0,0,Canceled,14,3,2016,Portugal
Resort Hotel,1,41,2016,March,13,23,2,4,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,76.5,0,0,Canceled,15,2,2016,Portugal
Resort Hotel,0,141,2016,March,13,24,0,0,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,I,0,No Deposit,240,NULL,0,Transient,0,0,1,Check-Out,24,3,2016,Portugal
Resort Hotel,1,11,2016,March,13,24,0,1,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,85,0,1,No-Show,24,3,2016,Spain
Resort Hotel,1,70,2016,March,13,24,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,73,0,2,Canceled,10,3,2016,Portugal
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,0,162,2016,March,13,24,0,3,3,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,C,1,No Deposit,NULL,NULL,0,Transient-Party,113.4,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,56,0,2,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,1,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,387,NULL,0,Transient-Party,62,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,1,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,387,NULL,0,Transient-Party,0,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,147,2016,March,13,24,0,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,77.4,0,1,Canceled,20,12,2015,Portugal
Resort Hotel,1,43,2016,March,13,24,0,3,3,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,81,0,0,Canceled,17,3,2016,Portugal
Resort Hotel,1,69,2016,March,13,24,0,3,3,1,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,125,0,0,Canceled,26,2,2016,Portugal
Resort Hotel,1,152,2016,March,13,24,0,3,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42.3,0,2,Canceled,19,12,2015,Portugal
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,136,2016,March,13,24,0,3,2,0,0,FB,PRT,Groups,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,46,0,0,Canceled,9,11,2015,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,C,1,No Deposit,387,NULL,0,Transient-Party,42,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,3,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,C,1,No Deposit,387,NULL,0,Transient-Party,113.4,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,79,2016,March,13,24,0,3,2,1,0,HB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,C,C,0,No Deposit,314,NULL,0,Transient,91,0,0,Canceled,14,3,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,1,58,2016,March,13,24,0,3,2,2,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,115,0,0,Canceled,27,1,2016,Portugal
Resort Hotel,1,57,2016,March,13,24,0,3,2,2,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,95,0,1,Canceled,28,1,2016,Portugal
Resort Hotel,1,59,2016,March,13,24,0,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,95,0,1,Canceled,30,1,2016,Portugal
Resort Hotel,1,3,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Canceled,21,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,13,2016,March,13,24,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,92,0,0,Canceled,23,3,2016,Portugal
Resort Hotel,1,56,2016,March,13,24,0,3,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,110,0,0,Canceled,3,2,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,136,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,21,0,0,Canceled,21,3,2016,Portugal
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,1,37,2016,March,13,24,0,3,3,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,81,0,0,Canceled,17,3,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,C,1,No Deposit,387,NULL,0,Transient-Party,42,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,3,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,C,1,No Deposit,387,NULL,0,Transient-Party,113.4,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,1,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,387,NULL,0,Transient-Party,0,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,57,2016,March,13,24,0,3,2,2,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,115,0,0,Canceled,29,1,2016,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,387,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,1,136,2016,March,13,24,0,3,2,0,0,FB,PRT,Groups,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,46,0,0,Canceled,9,11,2015,Portugal
Resort Hotel,0,136,2016,March,13,24,0,3,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,56,0,2,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,84,0,0,Check-Out,27,3,2016,Spain
